ticker,name,node,window,n_weeks,actual,factor,idio,idio_share
DVN,Devon Energy,upstream_oil_eandp,1m,4,-0.025215923359949016,0.0836366534823767,-0.10885257684232572,4.316818991257666
DVN,Devon Energy,upstream_oil_eandp,3m,13,0.06694786774005133,0.3700420768265336,-0.30309420908648227,-4.527316840968741
DVN,Devon Energy,upstream_oil_eandp,ytd,19,0.2724999869057056,0.48019211721402383,-0.20769213030831823,-0.762172991884168
DVN,Devon Energy,upstream_oil_eandp,1y,52,0.38500646407591727,0.6159196318112972,-0.2309131677353799,-0.5997643917216087
CTRA,Coterra Energy,upstream_oil_eandp,1m,4,-0.025770668489951847,0.08808368480906725,-0.1138543532990191,4.417982146773246
CTRA,Coterra Energy,upstream_oil_eandp,3m,13,0.0673864355388629,0.2653185742196889,-0.19793213868082601,-2.9372697501810316
CTRA,Coterra Energy,upstream_oil_eandp,ytd,19,0.24035848794729936,0.319209706014403,-0.07885121806710366,-0.32805672369012595
CTRA,Coterra Energy,upstream_oil_eandp,1y,52,0.3644629252186696,0.4170893935235479,-0.05262646830487833,-0.14439457257086885
OVV,Ovintiv,upstream_oil_eandp,1m,4,0.0657189843545175,0.10807439439363097,-0.04235541003911346,-0.6444927665136986
OVV,Ovintiv,upstream_oil_eandp,3m,13,0.25805576163796806,0.44715781712847297,-0.1891020554905049,-0.7327953241199094
OVV,Ovintiv,upstream_oil_eandp,ytd,19,0.461356630085977,0.5878848616182711,-0.12652823153229414,-0.2742525484216293
OVV,Ovintiv,upstream_oil_eandp,1y,52,0.5328395056401443,0.8138644108801958,-0.2810249052400515,-0.5274100404819515
APA,APA Corporation,upstream_oil_eandp,1m,4,-0.0019082160801144124,0.08791515818980607,-0.08982337426992049,47.071909311515114
APA,APA Corporation,upstream_oil_eandp,3m,13,0.33939069085682,0.45744344518153507,-0.11805275432471507,-0.34783733763198127
APA,APA Corporation,upstream_oil_eandp,ytd,19,0.47605960958083704,0.5907933738501542,-0.11473376426931714,-0.24100713851851116
APA,APA Corporation,upstream_oil_eandp,1y,52,0.8696454142702238,0.733359890852909,0.1362855234173148,0.15671389876951272
PR,Permian Resources,upstream_oil_eandp,1m,4,0.026273269105874138,0.09572495902692087,-0.06945168992104672,-2.643435411146412
PR,Permian Resources,upstream_oil_eandp,3m,13,0.23374066204046615,0.4377506144974349,-0.20400995245696876,-0.8728047173137967
PR,Permian Resources,upstream_oil_eandp,ytd,19,0.4417890487797583,0.6016520481163529,-0.1598629993365946,-0.3618536941514136
PR,Permian Resources,upstream_oil_eandp,1y,52,0.5293733226134665,0.8098883763000696,-0.2805150536866031,-0.5299002456370989
MTDR,Matador Resources,upstream_oil_eandp,1m,4,-0.03571204709562821,0.10081316488207494,-0.13652521197770315,3.8229455626590574
MTDR,Matador Resources,upstream_oil_eandp,3m,13,0.2063158316317333,0.46404765799293707,-0.25773182636120373,-1.2492101276127283
MTDR,Matador Resources,upstream_oil_eandp,ytd,19,0.33698508033771857,0.6002634121602063,-0.2632783318224877,-0.7812759293635088
MTDR,Matador Resources,upstream_oil_eandp,1y,52,0.32466417342938014,0.7956036674162561,-0.47093949398687596,-1.4505434616096105
CHRD,Chord Energy,upstream_oil_eandp,1m,4,0.04851682932983209,0.06896694073364341,-0.020450111403811325,-0.42150552058514124
CHRD,Chord Energy,upstream_oil_eandp,3m,13,0.32443530676908083,0.35786694909670697,-0.03343164232762613,-0.10304563538585935
CHRD,Chord Energy,upstream_oil_eandp,ytd,19,0.45784177494712214,0.4454754121778584,0.012366362769263728,0.02701012324769177
CHRD,Chord Energy,upstream_oil_eandp,1y,52,0.46586891409771697,0.5711745012180525,-0.1053055871203355,-0.2260412402151551
SM,SM Energy,upstream_oil_eandp,1m,4,0.005972267218496183,0.09255685727198389,-0.0865845900534877,-14.497775616156993
SM,SM Energy,upstream_oil_eandp,3m,13,0.3118395992398137,0.5455054087025638,-0.23366580946275012,-0.7493141026103434
SM,SM Energy,upstream_oil_eandp,ytd,19,0.44185312129282345,0.7041493093088343,-0.2622961880160109,-0.5936275548955166
SM,SM Energy,upstream_oil_eandp,1y,52,0.24511863517758659,0.9363839977841534,-0.6912653626065668,-2.8201256999727917
MGY,Magnolia Oil & Gas,upstream_oil_eandp,1m,4,-0.04270503779253189,0.08881863569130001,-0.1315236734838319,3.079816346792516
MGY,Magnolia Oil & Gas,upstream_oil_eandp,3m,13,0.06575597506602297,0.38632195309504874,-0.32056597802902576,-4.87508515700905
MGY,Magnolia Oil & Gas,upstream_oil_eandp,ytd,19,0.2834494940533052,0.5005782846566089,-0.2171287906033037,-0.7660228547187694
MGY,Magnolia Oil & Gas,upstream_oil_eandp,1y,52,0.2907338887480869,0.6771915261842519,-0.386457637436165,-1.3292486785777495
NOG,Northern Oil & Gas,upstream_oil_eandp,1m,4,-0.08559512778331811,0.10111390119724059,-0.1867090289805587,2.1813044014982705
NOG,Northern Oil & Gas,upstream_oil_eandp,3m,13,-0.02142793967007793,0.4450391501720438,-0.46646708984212176,21.769105990787274
NOG,Northern Oil & Gas,upstream_oil_eandp,ytd,19,0.1800967315816157,0.5848510336640215,-0.40475430208240576,-2.247427249388923
NOG,Northern Oil & Gas,upstream_oil_eandp,1y,52,-0.0037147739494256954,0.788491435325373,-0.7922062092747987,213.25825475794397
CRGY,Crescent Energy,upstream_oil_eandp,1m,4,0.027865627148522015,0.12946178741042375,-0.10159616026190173,-3.6459312299127764
CRGY,Crescent Energy,upstream_oil_eandp,3m,13,0.2682941260683723,0.419784861381654,-0.15149073531328172,-0.56464424895637
CRGY,Crescent Energy,upstream_oil_eandp,ytd,19,0.47259459973601414,0.5685322340034755,-0.09593763426746138,-0.20300196896251255
CRGY,Crescent Energy,upstream_oil_eandp,1y,52,0.4747040281892341,0.7949385638967907,-0.32023453570755667,-0.6745983111394616
MUR,Murphy Oil,upstream_oil_eandp,1m,4,0.003602664407430317,0.09085050720800285,-0.08724784280057253,-24.217588133001833
MUR,Murphy Oil,upstream_oil_eandp,3m,13,0.20306267455296326,0.3881860461339841,-0.18512337158102085,-0.9116563247704913
MUR,Murphy Oil,upstream_oil_eandp,ytd,19,0.23309499678862688,0.48928589738345324,-0.25619090059482635,-1.099083653121663
MUR,Murphy Oil,upstream_oil_eandp,1y,52,0.6270595634561372,0.6734055614150374,-0.046345997958900154,-0.07391004086351369
CRC,California Resources,upstream_oil_eandp,1m,4,-0.07956704889170965,0.08547597705065187,-0.16504302594236153,2.0742635078370726
CRC,California Resources,upstream_oil_eandp,3m,13,0.10998698919926986,0.33133071312165263,-0.22134372392238277,-2.012453705059254
CRC,California Resources,upstream_oil_eandp,ytd,19,0.3393751317822186,0.44334241566284643,-0.10396728388062781,-0.30634915214513997
CRC,California Resources,upstream_oil_eandp,1y,52,0.4471387467537561,0.6227118861437597,-0.17557313939000363,-0.3926591928448857
TALO,Talos Energy,upstream_oil_eandp,1m,4,0.03516254466386312,0.0950923453909499,-0.059929800727086785,-1.7043647238840824
TALO,Talos Energy,upstream_oil_eandp,3m,13,0.1689889156655996,0.500551538451719,-0.33156262278611937,-1.9620376962606563
TALO,Talos Energy,upstream_oil_eandp,ytd,19,0.3226152496304231,0.650573879944685,-0.32795863031426187,-1.0165627033748714
TALO,Talos Energy,upstream_oil_eandp,1y,52,0.6195138950948782,0.7982872687725662,-0.17877337367768797,-0.2885704018798625
KOS,Kosmos Energy,upstream_oil_eandp,1m,4,0.11735066549179966,0.08764470399176212,0.029705961500037542,0.2531384153259307
KOS,Kosmos Energy,upstream_oil_eandp,3m,13,0.6692144377598483,0.6012867808699142,0.06792765688993418,0.10150357352916291
KOS,Kosmos Energy,upstream_oil_eandp,ytd,19,1.2005186002759838,0.8562693183328802,0.34424928194310356,0.2867504775552541
KOS,Kosmos Energy,upstream_oil_eandp,1y,52,0.479040939881857,1.2189792959410084,-0.7399383560591515,-1.5446244662129256
HPK,HighPeak Energy,upstream_oil_eandp,1m,4,-0.025560548823947857,0.0613314711781816,-0.08689202000212945,3.399458305868601
HPK,HighPeak Energy,upstream_oil_eandp,3m,13,0.25478784023373036,0.4833603910295585,-0.22857255079582817,-0.8971093384446702
HPK,HighPeak Energy,upstream_oil_eandp,ytd,19,0.36970442091900224,0.6058780331317943,-0.2361736122127921,-0.6388173872135948
HPK,HighPeak Energy,upstream_oil_eandp,1y,52,-0.37610213559939065,0.7072717664724947,-1.0833739020718853,2.880531109841538
REPX,Riley Exploration Permian,upstream_oil_eandp,1m,4,-0.15691917710151917,0.0526446053710034,-0.20956378247252258,1.3354886658432121
REPX,Riley Exploration Permian,upstream_oil_eandp,3m,13,0.1701387682425302,0.42048159866568346,-0.2503428304231533,-1.4714038017854547
REPX,Riley Exploration Permian,upstream_oil_eandp,ytd,19,0.27768147272389865,0.5577146092805213,-0.28003313655662265,-1.0084689259591413
REPX,Riley Exploration Permian,upstream_oil_eandp,1y,52,0.28934806162087645,0.8025790683682397,-0.5132310067473632,-1.7737495937326633
VTS,Vitesse Energy,upstream_oil_eandp,1m,4,0.008686256936009955,0.05967298074048834,-0.050986723804478384,-5.869815293294699
VTS,Vitesse Energy,upstream_oil_eandp,3m,13,-0.13068798199655085,0.22110964764583355,-0.35179762964238437,2.691889676983987
VTS,Vitesse Energy,upstream_oil_eandp,ytd,19,-0.009012878622068595,0.3043691483488502,-0.3133820269709188,34.77047013632065
VTS,Vitesse Energy,upstream_oil_eandp,1y,52,-0.05231718121219407,0.45271705901905923,-0.5050342402312533,9.653315192630066
GRNT,Granite Ridge Resources,upstream_oil_eandp,1m,4,0.023071056620136414,0.014981561805277878,0.008089494814858536,0.3506339110536457
GRNT,Granite Ridge Resources,upstream_oil_eandp,3m,13,0.1330735664444419,0.14881613787637843,-0.015742571431936525,-0.11829976345083555
GRNT,Granite Ridge Resources,upstream_oil_eandp,ytd,19,0.2254468156741092,0.19219659839807154,0.033250217276037664,0.14748585903338704
GRNT,Granite Ridge Resources,upstream_oil_eandp,1y,52,0.1775224230449755,0.26128856588856153,-0.08376614284358602,-0.47186232255495847
GFR,Greenfire Resources,upstream_oil_eandp,1m,4,-0.01020416065777259,0.00876690756553532,-0.01897106822330791,1.8591502877659514
GFR,Greenfire Resources,upstream_oil_eandp,3m,13,0.018982474485050138,0.183332667035447,-0.16435019255039687,-8.657996231199084
GFR,Greenfire Resources,upstream_oil_eandp,ytd,19,0.23172730747813264,0.28433393964245207,-0.05260663216431943,-0.2270195633688263
GFR,Greenfire Resources,upstream_oil_eandp,1y,52,0.3313571650653808,0.38582784973443207,-0.05447068466905125,-0.16438662087872316
EGY,VAALCO Energy,upstream_oil_eandp,1m,4,0.0405460551933053,0.10283385987895476,-0.062287804685649456,-1.5362235460068632
EGY,VAALCO Energy,upstream_oil_eandp,3m,13,0.2339684030832791,0.4868519842643409,-0.2528835811810618,-1.0808450109011087
EGY,VAALCO Energy,upstream_oil_eandp,ytd,19,0.5696145024508324,0.6451841995146864,-0.07556969706385397,-0.13266814088950787
EGY,VAALCO Energy,upstream_oil_eandp,1y,52,0.6321989395472144,0.8212302286449741,-0.18903128909775968,-0.2990060205307293
GPRK,GeoPark,upstream_oil_eandp,1m,4,0.001063288687712687,0.07174443535104305,-0.07068114666333036,-66.47408881531263
GPRK,GeoPark,upstream_oil_eandp,3m,13,0.12670571711673664,0.3630009684172827,-0.23629525130054604,-1.8649138861101449
GPRK,GeoPark,upstream_oil_eandp,ytd,19,0.26161158087436326,0.5172765929836999,-0.2556650121093366,-0.9772694742902746
GPRK,GeoPark,upstream_oil_eandp,1y,52,0.378769663088257,0.6986195855604822,-0.3198499224722252,-0.8444444041910957
WTI,W&T Offshore,upstream_oil_eandp,1m,4,0.32501972886905933,0.1350343700749643,0.18998535879409503,0.5845348510232572
WTI,W&T Offshore,upstream_oil_eandp,3m,13,0.4764887894025253,0.6239700915996299,-0.1474813021971046,-0.3095168353950847
WTI,W&T Offshore,upstream_oil_eandp,ytd,19,0.8550092869324912,0.8273131797466567,0.027696107185834484,0.0323927559725106
WTI,W&T Offshore,upstream_oil_eandp,1y,52,1.0467246941467307,0.931278635153082,0.11544605899364879,0.11029266782299249
SD,SandRidge Energy,upstream_oil_eandp,1m,4,-0.0635453308090931,0.11795229644486595,-0.18149762725395904,2.8561913982197322
SD,SandRidge Energy,upstream_oil_eandp,3m,13,-0.142113294444228,0.3478468084720279,-0.4899601029162559,3.4476725406470647
SD,SandRidge Energy,upstream_oil_eandp,ytd,19,0.018901942500017033,0.4415818464897504,-0.4226799039897334,-22.361717796430312
SD,SandRidge Energy,upstream_oil_eandp,1y,52,0.4033747103845335,0.5351815109547939,-0.13180680057026045,-0.3267601988349994
EQT,EQT Corp,upstream_gas_eandp,1m,4,-0.022751751543376504,0.10622677630272573,-0.12897852784610223,5.668949381774103
EQT,EQT Corp,upstream_gas_eandp,3m,13,0.012801773874457887,0.21035512152520192,-0.19755334765074403,-15.431716697082322
EQT,EQT Corp,upstream_gas_eandp,ytd,19,0.06447515767234434,0.2886061285300675,-0.22413097085772316,-3.4762376541478517
EQT,EQT Corp,upstream_gas_eandp,1y,52,0.03963938532940291,0.4749788746969908,-0.4353394893675879,-10.982498486036576
EXE,Expand Energy,upstream_gas_eandp,1m,4,-0.021029741698519618,0.08384819246006213,-0.10487793415858175,4.987124219693321
EXE,Expand Energy,upstream_gas_eandp,3m,13,-0.1244037952291561,0.19016055398879603,-0.3145643492179521,2.5285751824412888
EXE,Expand Energy,upstream_gas_eandp,ytd,19,-0.11639865593654178,0.2515997693373734,-0.36799842527391513,3.161535004962089
EXE,Expand Energy,upstream_gas_eandp,1y,52,-0.1172347727268706,0.3714844577582972,-0.4887192304851678,4.168722462777903
AR,Antero Resources,upstream_gas_eandp,1m,4,-0.02810299339298218,0.09815161271628892,-0.12625460610927108,4.492567903488855
AR,Antero Resources,upstream_gas_eandp,3m,13,0.06940015574423539,0.3347499691668234,-0.265349813422588,-3.8234757627994065
AR,Antero Resources,upstream_gas_eandp,ytd,19,0.07846049997471297,0.45585126925341923,-0.3773907692787063,-4.80994601615253
AR,Antero Resources,upstream_gas_eandp,1y,52,-0.04951372540961649,0.6124065677883753,-0.6619202931979918,13.368420326325003
RRC,Range Resources,upstream_gas_eandp,1m,4,-0.03976245783500445,0.09420682383673708,-0.13396928167174152,3.3692404586167988
RRC,Range Resources,upstream_gas_eandp,3m,13,0.12081639903217972,0.31587837830833193,-0.1950619792761522,-1.6145323055374048
RRC,Range Resources,upstream_gas_eandp,ytd,19,0.15559527579462987,0.45094406445316054,-0.29534878865853065,-1.8981860930556875
RRC,Range Resources,upstream_gas_eandp,1y,52,0.09343854256126274,0.6638456149461749,-0.5704070723849122,-6.104622961246706
CRK,Comstock Resources,upstream_gas_eandp,1m,4,-0.15824026094812824,0.08683222310495367,-0.2450724840530819,1.5487366020801596
CRK,Comstock Resources,upstream_gas_eandp,3m,13,-0.3639201494073684,0.29944460800930955,-0.6633647574166779,1.8228305261386182
CRK,Comstock Resources,upstream_gas_eandp,ytd,19,-0.4517424912203084,0.41687238275863414,-0.8686148739789425,1.9228097663173584
CRK,Comstock Resources,upstream_gas_eandp,1y,52,-0.44278533655048546,0.566813223226921,-1.0095985597774064,2.28010838760532
CNX,CNX Resources,upstream_gas_eandp,1m,4,-0.07203428708737038,0.0918802179252003,-0.16391450501257068,2.2755067293684577
CNX,CNX Resources,upstream_gas_eandp,3m,13,-0.09692562090879384,0.1935834373369898,-0.29050905824578366,2.9972370104200845
CNX,CNX Resources,upstream_gas_eandp,ytd,19,-0.0016402784819307958,0.25633234838796637,-0.2579726268698972,157.2736762151716
CNX,CNX Resources,upstream_gas_eandp,1y,52,0.1541050627930027,0.3945565669830058,-0.24045150419000308,-1.5603089206289271
BKV,BKV Corporation,upstream_gas_eandp,1m,4,0.057572335318115626,0.035159040379784755,0.02241329493833087,0.3893066837481289
BKV,BKV Corporation,upstream_gas_eandp,3m,13,-0.015292820831696231,0.13698388044762444,-0.15227670127932066,9.95739785061162
BKV,BKV Corporation,upstream_gas_eandp,ytd,19,0.09039763897432315,0.22515476755963215,-0.134757128585309,-1.4907151349780923
BKV,BKV Corporation,upstream_gas_eandp,1y,52,0.37722448648896073,0.4026586178497783,-0.02543413136081757,-0.0674243912359647
GPOR,Gulfport Energy,upstream_gas_eandp,1m,4,-0.12070982349842817,0.07888441610045421,-0.1995942395988824,1.653504526924285
GPOR,Gulfport Energy,upstream_gas_eandp,3m,13,-0.16222515212701968,0.20600821851172643,-0.3682333706387461,2.2698907401882127
GPOR,Gulfport Energy,upstream_gas_eandp,ytd,19,-0.1525659455195979,0.29042789701618044,-0.44299384253577834,2.9036220437468034
GPOR,Gulfport Energy,upstream_gas_eandp,1y,52,-0.06313815458767062,0.4029402303056181,-0.46607838489328873,7.381881652022543
DEC,Diversified Energy,upstream_gas_eandp,1m,4,-0.08429326622305175,-0.12812463723781922,0.04383137101476747,-0.5199866250144294
DEC,Diversified Energy,upstream_gas_eandp,3m,13,0.1617797771587767,-0.1764196646170809,0.3381994417758576,2.0904926914563373
DEC,Diversified Energy,upstream_gas_eandp,ytd,19,0.09513666341506269,-0.41188961530755847,0.5070262787226212,5.329451974898095
DEC,Diversified Energy,upstream_gas_eandp,1y,52,0.23839287966345762,-0.8863410151469278,1.1247338948103853,4.717984431406622
TXO,TXO Partners,upstream_gas_eandp,1m,4,0.013838241047701958,0.010080094644251547,0.0037581464034504106,0.2715768854217571
TXO,TXO Partners,upstream_gas_eandp,3m,13,0.05100254369482729,0.1336768475007991,-0.08267430380597182,-1.6209839317162666
TXO,TXO Partners,upstream_gas_eandp,ytd,19,0.18311109750732393,0.17427111311010443,0.008839984397219502,0.04827661740635861
TXO,TXO Partners,upstream_gas_eandp,1y,52,-0.1969163058871395,0.2125229022030424,-0.40943920809018186,2.079254972032878
TPL,Texas Pacific Land,minerals_royalty,1m,4,0.023575306690570147,0.07764224817716779,-0.054066941486597644,-2.293371712878874
TPL,Texas Pacific Land,minerals_royalty,3m,13,0.13808905612324576,0.28745310611169134,-0.14936404998844557,-1.0816501624512285
