node,window,n_weeks,actual,factor,idio,idio_share,contrib_CL,contrib_NG,contrib_CRACK_321,contrib_WTI_BRENT,contrib_SPX,contrib_TNX,contrib_URA,contrib_BDRY
downstream_biofuels,3m,13,0.23321861626665788,0.22405025713462245,0.009168359132035425,0.03931229538534133,0.12399737590640668,0.00046040098381855464,0.04444987818860099,0.004100088083167719,0.041745121569148225,-7.993708679676706e-05,0.004356365127144903,0.005020964363132143
downstream_biofuels,ytd,19,0.4216140656188927,0.2705967319451171,0.15101733367377562,0.3581885567600676,0.15123362855326217,0.00020079020493008086,0.0506257687551468,0.0027318387288835094,0.0419798017911115,-0.00012213760544124401,0.011246170882579988,0.012700870634644335
downstream_biofuels,1y,52,1.0784359016891443,0.431735456343199,0.6467004453459453,0.5996651672417659,0.12906640825697377,0.0001750297139253449,0.039111656757696615,0.014666542444383326,0.18151895800372383,0.003952317269465283,0.031896952625765425,0.03134759127126537
uranium_nuclear_fuel,1m,4,0.18235883502239086,0.13921314048120026,0.043145694541190605,0.23659777457940537,-0.01660393856147915,0.000135364839770663,0.039193248630740495,0.01281918383513853,0.11788570692217516,-0.0003512481091016506,0.0,-0.01386517707604378
uranium_nuclear_fuel,3m,13,-0.0760444041627419,0.1470458414922739,-0.22309024565501578,2.9336839194318953,-0.08206557819672011,-0.00590219365881979,0.15762098850733436,-0.0016509497473784533,0.09230014396018002,0.00113323651744856,0.0,-0.014389805889770686
uranium_nuclear_fuel,ytd,19,0.08057075963981422,0.13390596333508986,-0.05333520369527564,-0.6619672438699452,-0.10009143402663093,-0.002574066337700316,0.1795209354966539,-0.0011000076993088377,0.09281903137642426,0.0017314966079717017,0.0,-0.03639999208231994
uranium_nuclear_fuel,1y,52,0.9612074931977541,0.3005963514871767,0.6606111417105773,0.6872721513154771,-0.08542043202089426,-0.0022438250654180708,0.13869144869532285,-0.005905659598601244,0.4013457219783931,-0.0560304414106042,0.0,-0.08984046109102145
downstream_retail,1m,4,0.15353044181682143,0.032403161325000054,0.12112728049182138,0.7889463422266408,-0.024689773746904953,3.038215109669483e-05,0.033080900173328306,-0.0041378524607195944,0.0437598833846743,-6.8711238802328e-05,-0.00964982398556341,-0.005921842952108961
downstream_retail,3m,13,0.3428107715557775,0.030583402420536816,0.3122273691352407,0.9107863434928248,-0.12203011656443125,-0.0013247261242138335,0.1330393465251758,0.0005329033862506038,0.034262368539322505,0.0002216839975852859,-0.007972144443615787,-0.0061459128955365025
downstream_retail,ytd,19,0.3836721051759029,0.0011336876522781304,0.3825384175236248,0.9970451652935302,-0.14883425706320086,-0.0005777399252082302,0.1515239066334858,0.00035506703265453135,0.0344549826688676,0.0003387157790544399,-0.020580483062555634,-0.015546504410819522
downstream_retail,1y,52,0.46203511158805044,0.032724698067891446,0.429310413520159,0.929172703010786,-0.12701872704176487,-0.000503618460211539,0.11706194636761286,0.0019062639569346943,0.1489819457273721,-0.010960688300388008,-0.05837139592806075,-0.03837102825360302
