ticker,name,node,beta_to_basket,alpha_annual,r2,resid_std_daily,cum_resid_60d,cum_resid_20d,z_resid_60d,z_resid_20d,n_obs
OIS,Oil States International,ofs_equipment,1.236755507918986,-0.25669688667715157,0.5564724919992742,0.02532850874426252,-0.06681961234867334,-0.2576010601456243,-0.3405796585965862,-2.274170530043968,1254
CNR,Core Natural Resources,coal,0.9564272572891361,0.04246843513935319,0.5771640467721959,0.022704284503999063,0.09166771892173996,0.03691169034316506,0.5212342905384046,0.36353071931071773,1254
ARLP,Alliance Resource Partners,coal,0.37893510647299283,0.24698088924213235,0.38075887185585244,0.01687546132566791,0.08314382894954195,-0.020656879971758583,0.6360609618252893,-0.2737121488326363,1254
BTU,Peabody Energy,coal,1.3321418818969555,-0.2172217854785957,0.5561645617104098,0.029053764870409875,-0.3470749183065864,-0.08854182562499581,-1.542215939406806,-0.6814453886871783,1254
VST,Vistra,power_ipps_merchant,1.088187257639995,-0.0025512524352928508,0.6045985850515962,0.019051126474137647,-0.09958495134900369,-0.08938056200035088,-0.674834737692373,-1.0490771386733229,1254
NRG,NRG Energy,power_ipps_merchant,0.715821375028511,-0.058156336902250194,0.4702372615454239,0.018075411984631102,-0.12379500844143798,-0.1412059686324246,-0.8841771839833412,-1.746826821758046,1254
TLN,Talen Energy,power_ipps_merchant,0.8901178261020659,0.23940656584445824,0.5215343401994916,0.021650866645573013,0.006677225915852528,0.17744458429432658,0.039814856982101764,1.8326201866031797,733
CEG,Constellation Energy,power_ipps_merchant,0.9078832813142974,0.05238280206140701,0.46337354540043907,0.02261543260298719,0.08102364267696993,0.06922686922357524,0.4625207695496628,0.6844705921431539,1077
NEE,NextEra Energy,power_utilities_regulated_gas,1.1046587626857396,-0.015149479659464376,0.44591327843678374,0.012588638739777723,0.031035190512597496,0.052593969781277373,0.318273162773507,0.934204992839301,1254
SO,Southern Company,power_utilities_regulated_gas,0.9563294502817375,0.028043841276960593,0.7031198789014776,0.006376307848802369,0.008565117107154477,-0.008206090072473724,0.1734156960471316,-0.2877742992754639,1254
DUK,Duke Energy,power_utilities_regulated_gas,0.9398801621255263,0.005302554911807158,0.734986587767606,0.005793862337358622,0.0008577497135726243,-0.015936192640583585,0.019112468577080786,-0.6150372233925431,1254
AEP,American Electric Power,power_utilities_regulated_gas,1.023351908295085,0.0352313416694347,0.6990918286053285,0.00687726301084737,0.051009627244622886,0.016433711849994863,0.9575487443336397,0.5343244363531275,1254
SRE,Sempra,power_utilities_regulated_gas,1.0222546169596496,0.009716697209136881,0.5171440858390937,0.010116183813451378,0.03349454981546047,-0.02069937298390583,0.4274465418191286,-0.45753622054683474,1254
D,Dominion Energy,power_utilities_regulated_gas,1.0890169506785112,-0.09644521404435885,0.6210850827483632,0.008698725925005752,-0.022445566014196436,0.019976867624794625,-0.333118911584072,0.5135192713469243,1254
ETR,Entergy,power_utilities_regulated_gas,1.079098875190037,0.09679338157253797,0.6123521986266312,0.008784179975896497,0.08265917453010088,0.02071297589268851,1.2148263781964854,0.5272617619340046,1254
XEL,Xcel Energy,power_utilities_regulated_gas,1.0341377758343968,-0.029879025510859785,0.6570651333430271,0.0076506136943139125,0.026236333284929293,0.02663320681567834,0.44272213941738725,0.7784167816881009,1254
EXC,Exelon,power_utilities_regulated_gas,1.0029292454125918,0.02269050140991481,0.620512179723548,0.008039316187944236,-0.014016476164014252,-0.05737191690377706,-0.22508373219249295,-1.5957514693686858,1254
ED,Consolidated Edison,power_utilities_regulated_gas,0.94536825257868,0.020581682404578507,0.6756801476104217,0.006721997463181405,-0.03355679373511784,-0.030986545715535937,-0.6444756140819222,-1.0307653787041209,1254
PEG,Public Service Enterprise Group,power_utilities_regulated_gas,0.971739639579856,-0.0011549935017074245,0.600538592243232,0.008128252481757005,-0.054429604498707984,-0.008403791136124975,-0.8644947657867073,-0.23118681772325642,1254
WEC,WEC Energy Group,power_utilities_regulated_gas,1.0292244900203775,-0.0210857744516242,0.7745254303864431,0.00568765167464655,-0.004348647340890003,0.00793676889826787,-0.0987064591459461,0.3120295649844967,1254
PCG,PG&E Corporation,power_utilities_regulated_gas,0.9387503030694897,0.004329304451438693,0.29566279086000713,0.014870181181102777,-0.04579241835818019,-0.09762712731460622,-0.3975590961173079,-1.4680446086353385,1254
AEE,Ameren,power_utilities_regulated_gas,1.0486805355722297,-0.006051229482391374,0.7856157271496567,0.0056097343150397876,0.01699617563530798,0.006883456197369832,0.3911409553941724,0.2743779850000255,1254
DTE,DTE Energy,power_utilities_regulated_gas,1.0183356945964084,-0.01832997385434848,0.7742493152399954,0.005634336429818267,0.025870619153802094,-0.007724050514239867,0.5927730111422184,-0.3065401263594697,1254
CNP,CenterPoint Energy,power_utilities_regulated_gas,0.9758037198334905,0.05650666451016825,0.6474506368401374,0.007385680508966259,0.004194037349436044,-0.0026159167851573274,0.07331049494138496,-0.07919876506969574,1254
PPL,PPL Corporation,power_utilities_regulated_gas,0.9677114588903333,0.004023394388743525,0.7116507916320294,0.006319547990215277,0.0012544367360711635,-0.027824935963994837,0.02562637177636129,-0.9845395332293633,1254
FE,FirstEnergy,power_utilities_regulated_gas,0.9278118635082185,0.0012157327566933841,0.6043351695140039,0.007710539051276402,-0.06629632621390491,-0.09160196361969822,-1.1100156363200189,-2.6564707884100613,1254
EIX,Edison International,power_utilities_regulated_gas,1.1045769313374758,-0.010307393731153422,0.49076773189294565,0.011500628681852544,0.047752727773558615,-0.04052634291767641,0.5360446648011058,-0.7879539471297355,1254
ES,Eversource Energy,power_utilities_regulated_gas,1.1490692302854275,-0.09913068459496796,0.6049257648699429,0.009481082689528542,0.0011346055592548025,0.02672447786579548,0.015449390396315292,0.630284020590888,1254
CMS,CMS Energy,power_utilities_regulated_gas,1.0279954110799872,-0.027027847935427632,0.7801221421324844,0.005590226186533099,-0.010422941917591702,-0.026125170652639633,-0.24070511113704376,-1.0449963123820174,1254
NI,NiSource,power_utilities_regulated_gas,1.0448316431853244,0.07036401680290433,0.7190343433375208,0.006689832973632777,0.015615934346338576,0.024669962812749163,0.3013540791288004,0.8245903009704517,1254
LNT,Alliant Energy,power_utilities_regulated_gas,1.102013552003831,-0.00977954726389953,0.8220263427816066,0.005241419722695407,0.045273940719900256,0.03734246959972052,1.1151254666498642,1.593085554876233,1254
EVRG,Evergy,power_utilities_regulated_gas,1.0047878416681664,0.004946555049065925,0.747721007198916,0.005982336275679649,0.01644770316660456,0.004100660000405843,0.3549431610667599,0.15327380626860626,1254
PNW,Pinnacle West Capital,power_utilities_regulated_gas,1.020692724195897,-0.010257768273429169,0.6587733406336753,0.007524865684169927,0.0450975595015535,0.015727813546065256,0.773710806433625,0.46736329527353404,1254
AES,AES Corp,power_utilities_regulated_gas,1.0896447928406603,-0.1739062199080911,0.21757322902686738,0.02111912138253729,-0.10332381585708246,0.06021975888775903,-0.6316099532624982,0.6375997941515621,1254
OGE,OGE Energy,power_utilities_regulated_gas,1.027441323899708,0.028039002103916695,0.7941444075030858,0.005358013464409421,0.03717505354555493,-1.0928804928997046e-05,0.8957198050650601,-0.0004560934924183837,1254
IDA,IDACORP,power_utilities_regulated_gas,0.988176871585142,0.015298841999227195,0.7058747172907004,0.006540079543605918,0.02756920883563564,0.02373748747690089,0.5442089094717647,0.8115900618562673,1254
MDU,MDU Resources,power_utilities_regulated_gas,0.8702621529508644,0.06460428232745125,0.37783235372841906,0.011483372456686037,0.061843053626526784,0.031744032531258376,0.6952577670528454,0.6181269038132631,1254
NWE,NorthWestern Energy,power_utilities_regulated_gas,0.9780068537344184,-0.02647194623814311,0.5751712671746345,0.008619070180012305,0.03189069178161097,0.04369599519909949,0.47766992490535176,1.1336166612992054,1254
POR,Portland General Electric,power_utilities_regulated_gas,1.0593228377642698,-0.05332775237963419,0.6872550822685594,0.0073122908657341605,-0.056338738350703625,-0.05726149501112781,-0.994667742230669,-1.7510325791080448,1254
BKH,Black Hills Corporation,power_utilities_regulated_gas,1.0985865765088576,-0.036278323702343164,0.6494787783613265,0.008251894153477995,0.007852642815805772,0.04214542488018353,0.12285322732644997,1.1420412479840298,1254
TXNM,TXNM Energy,power_utilities_regulated_gas,0.39652651330012384,0.03475705806364874,0.19561330078460726,0.00837726037102884,-0.013564263688097648,0.01871773649623677,-0.20903479594692476,0.49961597630722676,1254
OTTR,Otter Tail,power_utilities_regulated_gas,0.8437308765652194,0.07608601935772549,0.25014047740326484,0.015029265895926652,-0.015046847003059903,0.002828007977578314,-0.12925046430372988,0.04207536231354245,1254
AVA,Avista,power_utilities_regulated_gas,0.9929377013985722,-0.06630522663517834,0.5623211771002461,0.008979099747473157,-0.023047340365447748,0.011505826260250747,-0.331369394557521,0.2865299459721785,1254
MGEE,MGE Energy,power_utilities_regulated_gas,1.019258144068985,-0.04937871521134973,0.5298984398735771,0.009835928397785146,0.0028683973559861277,0.052358098702675084,0.03764855653260361,1.1902919901103415,1254
HE,Hawaiian Electric Industries,power_utilities_regulated_gas,1.2073660752469513,-0.3044859301928274,0.13299494145897306,0.03142829016285963,-0.07470504481596499,0.04960173798193484,-0.30686937676279563,0.3529077062576276,1254
ATO,Atmos Energy,power_utilities_regulated_ldc,0.79638210263076,0.08644254386257565,0.5947967782570278,0.007427648946884691,0.044427468222360905,0.01745189477219019,0.772190706057944,0.5253832447635773,1254
NJR,New Jersey Resources,power_utilities_regulated_ldc,0.9718410135181437,0.006922482804161667,0.667925689201778,0.0075653289086975405,0.04485982651451862,0.019519080635553795,0.7655157852411915,0.5769212639151765,1254
NFG,National Fuel Gas,power_utilities_regulated_ldc,0.7802750187481127,0.06358848498532411,0.394854070856152,0.010888692296793743,-0.07906399922918628,-0.12950698083018677,-0.9374053496744245,-2.659515071266461,1254
SR,Spire,power_utilities_regulated_ldc,0.998369744653629,-0.010352105440116013,0.6536911974717172,0.007989076359140838,-0.009233989258625192,-0.02971800032410321,-0.14921660948867427,-0.8317791180456546,1254
OGS,ONE Gas,power_utilities_regulated_ldc,1.0675423040038734,-0.029073157218599294,0.604831717859619,0.009431968495397873,0.04158136164404931,0.023760982623379532,0.5691421369731701,0.5633094765317773,1254
SWX,Southwest Gas Holdings,power_utilities_regulated_ldc,0.8895635481999106,0.018825677569337135,0.37660014142862563,0.012707272836275155,0.07951534420772446,0.056987116355747235,0.8078355543641549,1.0027884633859268,1254
UGI,UGI Corporation,power_utilities_regulated_ldc,0.9484540314807743,-0.09844120534174614,0.35643332313200926,0.01402171019362711,-0.06527526148899175,-0.01333166844905747,-0.6009965907038024,-0.21260257482094175,1254
CPK,Chesapeake Utilities,power_utilities_regulated_ldc,0.9718774571282598,-0.05232393120023151,0.5507449217692064,0.009676781958721585,-0.03954169275987708,0.021807117106441364,-0.5275318392454732,0.5039092174579022,1254
CWEN,Clearway Energy,power_renewables,0.6656732427273566,0.15334108026597362,0.4121251066428777,0.014561300084814903,-0.06136842627178626,-0.0954036877164982,-0.5440880771844605,-1.465041787448084,1254
ORA,Ormat Technologies,power_renewables,0.5233364783178842,0.13125302708312422,0.261008903108653,0.01676411433116568,-0.11935933777954237,-0.0058342602331886585,-0.9191791432232284,-0.0778198133353251,1254
XIFR,XPLR Infrastructure (ex-NEP),power_renewables,0.9123922294712146,-0.41912426287254073,0.25929328103025684,0.02481415249936655,0.2093020634164557,0.13272924109278286,1.0889261762475735,1.1960577968278279,1254
