ticker,name,assigned_node,home_corr,top1_node,top1_corr,top2_node,top2_corr,is_home_top
PNW,Pinnacle West Capital,power_utilities_regulated_gas,0.8072092807614907,power_utilities_regulated_gas,0.8072092807614907,power_utilities_regulated_ldc,0.6832795617067335,True
AES,AES Corp,power_utilities_regulated_gas,0.4698051874600547,power_renewables,0.5932182824014134,power_utilities_regulated_gas,0.4698051874600547,False
OGE,OGE Energy,power_utilities_regulated_gas,0.8892548720256773,power_utilities_regulated_gas,0.8892548720256773,power_utilities_regulated_ldc,0.7840961397801293,True
IDA,IDACORP,power_utilities_regulated_gas,0.8405959278217247,power_utilities_regulated_gas,0.8405959278217247,power_utilities_regulated_ldc,0.729746385075125,True
MDU,MDU Resources,power_utilities_regulated_gas,0.6138943436600495,power_utilities_regulated_ldc,0.6315477242234412,power_utilities_regulated_gas,0.6138943436600495,False
NWE,NorthWestern Energy,power_utilities_regulated_gas,0.7548005103868058,power_utilities_regulated_gas,0.7548005103868058,power_utilities_regulated_ldc,0.738065341592917,True
POR,Portland General Electric,power_utilities_regulated_gas,0.8278931562489731,power_utilities_regulated_gas,0.8278931562489731,power_utilities_regulated_ldc,0.7440162318478153,True
BKH,Black Hills Corporation,power_utilities_regulated_gas,0.803102882234329,power_utilities_regulated_gas,0.803102882234329,power_utilities_regulated_ldc,0.7814702788746999,True
TXNM,TXNM Energy,power_utilities_regulated_gas,0.4469137337974491,power_utilities_regulated_gas,0.4469137337974491,power_utilities_regulated_ldc,0.4151441969387029,True
OTTR,Otter Tail,power_utilities_regulated_gas,0.5006014428968064,power_utilities_regulated_ldc,0.5358153533250384,power_utilities_regulated_gas,0.5006014428968064,False
AVA,Avista,power_utilities_regulated_gas,0.7494332716170865,power_utilities_regulated_gas,0.7494332716170865,power_utilities_regulated_ldc,0.7182872386805345,True
MGEE,MGE Energy,power_utilities_regulated_gas,0.7252099717055117,power_utilities_regulated_gas,0.7252099717055117,power_utilities_regulated_ldc,0.6910545060050743,True
HE,Hawaiian Electric Industries,power_utilities_regulated_gas,0.3626761968598847,power_utilities_regulated_gas,0.3626761968598847,power_utilities_regulated_ldc,0.3555234534284446,True
ATO,Atmos Energy,power_utilities_regulated_ldc,0.765764534044375,power_utilities_regulated_gas,0.8311031430916492,power_utilities_regulated_ldc,0.765764534044375,False
NJR,New Jersey Resources,power_utilities_regulated_ldc,0.8138239602345048,power_utilities_regulated_ldc,0.8138239602345048,power_utilities_regulated_gas,0.7397806579936334,True
NFG,National Fuel Gas,power_utilities_regulated_ldc,0.6243231408792937,power_utilities_regulated_ldc,0.6243231408792937,midstream_gpt,0.6161996506867045,True
SR,Spire,power_utilities_regulated_ldc,0.8086318693030425,power_utilities_regulated_ldc,0.8086318693030425,power_utilities_regulated_gas,0.7166624485410603,True
OGS,ONE Gas,power_utilities_regulated_ldc,0.7731235130962455,power_utilities_regulated_ldc,0.7731235130962455,power_utilities_regulated_gas,0.7000424570264193,True
SWX,Southwest Gas Holdings,power_utilities_regulated_ldc,0.6108283993472498,power_utilities_regulated_ldc,0.6108283993472498,power_utilities_regulated_gas,0.5626575889215283,True
UGI,UGI Corporation,power_utilities_regulated_ldc,0.5921017901854367,power_utilities_regulated_ldc,0.5921017901854367,power_utilities_regulated_gas,0.5579936822854684,True
CPK,Chesapeake Utilities,power_utilities_regulated_ldc,0.7343921873369058,power_utilities_regulated_ldc,0.7343921873369058,power_utilities_regulated_gas,0.6835793034828176,True
CWEN,Clearway Energy,power_renewables,0.6163380254760836,power_renewables,0.6163380254760836,power_utilities_regulated_gas,0.5587112640430782,True
ORA,Ormat Technologies,power_renewables,0.48558906970041665,power_renewables,0.48558906970041665,power_utilities_regulated_gas,0.4293294635774762,True
XIFR,XPLR Infrastructure (ex-NEP),power_renewables,0.5076252755030324,power_renewables,0.5076252755030324,power_utilities_regulated_gas,0.4103531054979147,True
